image_path,posture_type,category,landmarks
SittingData\bad\2\47.jpg,,bad,"[0.679809033870697, 0.17276179790496826, 0.999984622001648, 0.6890993118286133, 0.14535433053970337, 0.9999854564666748, 0.6902305483818054, 0.1485356092453003, 0.9999815225601196, 0.6917818784713745, 0.1523323655128479, 0.9999856948852539, 0.683147668838501, 0.12827253341674805, 0.9999858140945435, 0.6790574789047241, 0.1182563304901123, 0.9999798536300659, 0.6736491918563843, 0.10611698031425476, 0.9999829530715942, 0.6749767661094666, 0.1379084587097168, 0.9999909400939941, 0.6439001560211182, 0.08498287200927734, 0.9999701976776123, 0.6604630947113037, 0.19858863949775696, 0.9998257756233215, 0.6508868932723999, 0.18151801824569702, 0.9998108744621277, 0.5909357070922852, 0.24074672162532806, 0.999576985836029, 0.5775696635246277, 0.2252732217311859, 0.9983997941017151, 0.5614691376686096, 0.5386573076248169, 0.07729363441467285, 0.5123367309570312, 0.5473799109458923, 0.6191884875297546, 0.6603454947471619, 0.5906898975372314, 0.1073884442448616, 0.6600286960601807, 0.5977658033370972, 0.1483566164970398, 0.686356782913208, 0.6096991300582886, 0.17294245958328247, 0.6869484186172485, 0.6195909976959229, 0.10905800014734268, 0.6939390897750854, 0.5953491926193237, 0.16809216141700745, 0.6943498849868774, 0.5977737307548523, 0.10563626885414124, 0.681795060634613, 0.5844993591308594, 0.1674339473247528, 0.6802729368209839, 0.583406388759613, 0.1137743815779686, 0.4898957312107086, 0.6234568953514099, 0.9973336458206177, 0.46860748529434204, 0.6771270036697388, 0.9973069429397583, 0.7379652261734009, 0.6738326549530029, 0.2323765605688095, 0.7329771518707275, 0.772163450717926, 0.9690917134284973, 0.6684080362319946, 1.035553216934204, 0.13945907354354858, 0.6415731310844421, 1.1084388494491577, 0.767575740814209, 0.6527895331382751, 0.99751877784729, 0.15847639739513397, 0.6088873147964478, 1.128554344177246, 0.7357035279273987, 0.6927988529205322, 1.1251041889190674, 0.11217152327299118, 0.6977247595787048, 1.2505927085876465, 0.578802764415741]"
SittingData\bad\2\48.jpg,,bad,"[0.6833924651145935, 0.15236765146255493, 0.9999780654907227, 0.6916223764419556, 0.12344148755073547, 0.9999793767929077, 0.6923123598098755, 0.12561073899269104, 0.9999741315841675, 0.6932802200317383, 0.12823057174682617, 0.9999802112579346, 0.6851839423179626, 0.10911285877227783, 0.9999814033508301, 0.6804613471031189, 0.10041767358779907, 0.9999746084213257, 0.6744438409805298, 0.0912703275680542, 0.9999790191650391, 0.6737999320030212, 0.11138081550598145, 0.9999896287918091, 0.6392948031425476, 0.07217186689376831, 0.9999678134918213, 0.6643341183662415, 0.18130412697792053, 0.9998680353164673, 0.654816210269928, 0.16824543476104736, 0.9998477697372437, 0.593960702419281, 0.237012580037117, 0.9996622800827026, 0.5782522559165955, 0.22710388898849487, 0.9988571405410767, 0.5584884881973267, 0.5302815437316895, 0.09867613017559052, 0.5134872198104858, 0.5494074821472168, 0.7257208228111267, 0.6584004163742065, 0.5896247029304504, 0.1496766060590744, 0.660165011882782, 0.6010570526123047, 0.27143195271492004, 0.6837059259414673, 0.6106116771697998, 0.22659282386302948, 0.6879240870475769, 0.6216456294059753, 0.20581351220607758, 0.6904257535934448, 0.5980437397956848, 0.21934469044208527, 0.6952238082885742, 0.5991351008415222, 0.2005397081375122, 0.6792682409286499, 0.5859683752059937, 0.21218977868556976, 0.6809967756271362, 0.5855008959770203, 0.21438062191009521, 0.4881129860877991, 0.6338324546813965, 0.997455894947052, 0.4695584177970886, 0.6732596755027771, 0.9976917505264282, 0.7422835826873779, 0.692385733127594, 0.21946442127227783, 0.7443255186080933, 0.7559974789619446, 0.979558527469635, 0.6469693779945374, 1.0431424379348755, 0.1252926141023636, 0.6377918124198914, 1.1177732944488525, 0.8374884724617004, 0.6167486906051636, 1.077842354774475, 0.14110229909420013, 0.6024879813194275, 1.1431493759155273, 0.8191375136375427, 0.6624271273612976, 1.1305150985717773, 0.10316302627325058, 0.6956621408462524, 1.2635219097137451, 0.7064712047576904]"
SittingData\bad\2\49.jpg,,bad,"[0.6856217980384827, 0.14254453778266907, 0.9999308586120605, 0.6914227604866028, 0.10993263125419617, 0.9999414682388306, 0.691956102848053, 0.11082398891448975, 0.9999282360076904, 0.6928342580795288, 0.1120818555355072, 0.9999507665634155, 0.6849088668823242, 0.100096195936203, 0.9999439716339111, 0.6803197264671326, 0.0932275652885437, 0.9999226331710815, 0.6746379733085632, 0.08512300252914429, 0.9999408721923828, 0.6700384616851807, 0.09749576449394226, 0.9999748468399048, 0.639275312423706, 0.06692469120025635, 0.9999037981033325, 0.6691590547561646, 0.1680774688720703, 0.9997015595436096, 0.6607023477554321, 0.1601891815662384, 0.999620795249939, 0.5913869142532349, 0.2301422357559204, 0.9996422529220581, 0.5757392048835754, 0.22488611936569214, 0.9984581470489502, 0.551932692527771, 0.5262320637702942, 0.06146321818232536, 0.5110416412353516, 0.5496740937232971, 0.6398110389709473, 0.6444914937019348, 0.5907843112945557, 0.07879218459129333, 0.6531375050544739, 0.5919522047042847, 0.18281963467597961, 0.6628143191337585, 0.610516369342804, 0.13194569945335388, 0.6843174695968628, 0.6121520400047302, 0.1453702300786972, 0.6676560044288635, 0.5908423662185669, 0.12918582558631897, 0.6828622817993164, 0.5835684537887573, 0.14310209453105927, 0.6608922481536865, 0.5805826783180237, 0.12513133883476257, 0.6705498099327087, 0.5738644599914551, 0.16018709540367126, 0.49219486117362976, 0.6323080062866211, 0.9981403350830078, 0.46655967831611633, 0.6625149250030518, 0.9982520937919617, 0.7344791293144226, 0.7016067504882812, 0.09644273668527603, 0.739427387714386, 0.7572946548461914, 0.9575371742248535, 0.6082491278648376, 1.0245792865753174, 0.04811709001660347, 0.6505606770515442, 1.133561134338379, 0.7136748433113098, 0.5769686102867126, 1.0502158403396606, 0.0623491108417511, 0.6141172051429749, 1.1632206439971924, 0.744545042514801, 0.6106003522872925, 1.1159820556640625, 0.041603974997997284, 0.7152875661849976, 1.2789489030838013, 0.5833601951599121]"
SittingData\bad\2\5.jpg,,bad,"[0.6584753394126892, 0.11843220144510269, 0.9999996423721313, 0.6659654974937439, 0.08815363049507141, 0.9999997615814209, 0.6703240871429443, 0.09130668640136719, 0.9999996423721313, 0.6741136908531189, 0.0935283899307251, 0.9999996423721313, 0.6498310565948486, 0.07526448369026184, 0.9999997615814209, 0.641383707523346, 0.06874492764472961, 0.9999995231628418, 0.6306451559066772, 0.0616423524916172, 0.9999995231628418, 0.656866192817688, 0.09852483868598938, 0.9999997615814209, 0.5943962931632996, 0.0610618032515049, 0.9999992847442627, 0.6518771648406982, 0.1570730209350586, 0.9999921321868896, 0.6303938031196594, 0.1464047133922577, 0.9999904632568359, 0.5763033628463745, 0.21064922213554382, 0.9998237490653992, 0.5723815560340881, 0.2359980344772339, 0.9995737671852112, 0.5344877243041992, 0.4946773052215576, 0.10072814673185349, 0.5119136571884155, 0.5354776978492737, 0.8885561227798462, 0.6065036654472351, 0.5629199743270874, 0.15518397092819214, 0.6456312537193298, 0.5945188403129578, 0.5254755616188049, 0.6247909069061279, 0.5869010090827942, 0.2438841164112091, 0.6738335490226746, 0.6141922473907471, 0.3907409608364105, 0.6320337653160095, 0.5705013275146484, 0.23518028855323792, 0.6814195513725281, 0.5926951169967651, 0.3717039227485657, 0.6269974112510681, 0.5622465014457703, 0.22605843842029572, 0.6688771843910217, 0.579875111579895, 0.37621206045150757, 0.4946935474872589, 0.6005703210830688, 0.9977752566337585, 0.47564762830734253, 0.6574877500534058, 0.9986253976821899, 0.6999679803848267, 0.6969150304794312, 0.4230489134788513, 0.6893354654312134, 0.7648009061813354, 0.9964489936828613, 0.6562212705612183, 0.9893962740898132, 0.23959192633628845, 0.6367353200912476, 1.0864309072494507, 0.9716165661811829, 0.6322071552276611, 1.0295624732971191, 0.2531696856021881, 0.6029706597328186, 1.125578761100769, 0.9611886739730835, 0.680875837802887, 1.057159185409546, 0.18863627314567566, 0.7017272710800171, 1.1951704025268555, 0.9269847869873047]"
SittingData\bad\2\50.jpg,,bad,"[0.6867274641990662, 0.12211433798074722, 0.9997722506523132, 0.6876804232597351, 0.08759868144989014, 0.9998044371604919, 0.6879804134368896, 0.08780419826507568, 0.9997774958610535, 0.6886615753173828, 0.08807235956192017, 0.9998607635498047, 0.6808170080184937, 0.07864773273468018, 0.9998243451118469, 0.6749234795570374, 0.07218062877655029, 0.9997676014900208, 0.6678574085235596, 0.06548559665679932, 0.9998311996459961, 0.6598082184791565, 0.08102595806121826, 0.9999488592147827, 0.6320623159408569, 0.05986464023590088, 0.9997811913490295, 0.6715444326400757, 0.14756417274475098, 0.9995946288108826, 0.6634400486946106, 0.14312925934791565, 0.9994975328445435, 0.5865830183029175, 0.2233300507068634, 0.9996656179428101, 0.5706660151481628, 0.22589024901390076, 0.9984862208366394, 0.5449365973472595, 0.5240681767463684, 0.08232724666595459, 0.5134229063987732, 0.5475713610649109, 0.8243582248687744, 0.64520663022995, 0.5928400158882141, 0.08090067654848099, 0.6558966040611267, 0.596744179725647, 0.3339449167251587, 0.6566222906112671, 0.6058444380760193, 0.1374342143535614, 0.688059389591217, 0.6156972646713257, 0.26654526591300964, 0.6660977602005005, 0.5927837491035461, 0.13860121369361877, 0.6858447790145874, 0.5892914533615112, 0.2643081247806549, 0.6590864658355713, 0.5821122527122498, 0.13612151145935059, 0.6714982986450195, 0.5777008533477783, 0.26905277371406555, 0.49033281207084656, 0.6418257355690002, 0.998174786567688, 0.46826791763305664, 0.6665307879447937, 0.9983779191970825, 0.7178322672843933, 0.6868714690208435, 0.12842662632465363, 0.7331030368804932, 0.7300354242324829, 0.9766103029251099, 0.6207740306854248, 1.0258076190948486, 0.06316159665584564, 0.6484405994415283, 1.1041148900985718, 0.8121036291122437, 0.5928829908370972, 1.0544050931930542, 0.07462833821773529, 0.6131054759025574, 1.1356914043426514, 0.8119679093360901, 0.6249871850013733, 1.1122887134552002, 0.05403045192360878, 0.7071801424026489, 1.2402446269989014, 0.7033820748329163]"
SittingData\bad\2\51.jpg,,bad,"[0.6845406889915466, 0.10278314352035522, 0.9992824196815491, 0.6824419498443604, 0.06821510195732117, 0.9991368651390076, 0.6823538541793823, 0.0671558678150177, 0.9991617202758789, 0.6827022433280945, 0.06609562039375305, 0.999476969242096, 0.6761526465415955, 0.06251823902130127, 0.9993727803230286, 0.6711713671684265, 0.0580366849899292, 0.999300479888916, 0.6651750206947327, 0.05319559574127197, 0.999508261680603, 0.6498997807502747, 0.06416821479797363, 0.9998654127120972, 0.631513237953186, 0.05638021230697632, 0.9995372295379639, 0.6710333228111267, 0.1295500099658966, 0.9993776679039001, 0.663668692111969, 0.12766680121421814, 0.9993477463722229, 0.5812254548072815, 0.22276851534843445, 0.9997362494468689, 0.5678226947784424, 0.23809464275836945, 0.9992092847824097, 0.5481692552566528, 0.5088951587677002, 0.10220345854759216, 0.5158388614654541, 0.5472338199615479, 0.94879150390625, 0.6415004730224609, 0.5944734811782837, 0.06811743229627609, 0.6600322127342224, 0.6051658987998962, 0.6864920258522034, 0.6551817655563354, 0.6167842745780945, 0.11341589689254761, 0.6949953436851501, 0.6274847388267517, 0.6252738237380981, 0.6658344864845276, 0.5937124490737915, 0.11771495640277863, 0.7055219411849976, 0.6116324067115784, 0.6315851807594299, 0.6588577032089233, 0.58775794506073, 0.12283031642436981, 0.6888033747673035, 0.5939650535583496, 0.5886566042900085, 0.4992710053920746, 0.6165486574172974, 0.9978079199790955, 0.47473767399787903, 0.6570869088172913, 0.9981702566146851, 0.7337937951087952, 0.7042339444160461, 0.20134852826595306, 0.6911794543266296, 0.7702881097793579, 0.9874260425567627, 0.6682856678962708, 1.0487638711929321, 0.1351252794265747, 0.6319326758384705, 1.0830668210983276, 0.8441899418830872, 0.6427720785140991, 1.094240665435791, 0.14149293303489685, 0.6001082062721252, 1.1151520013809204, 0.8109483122825623, 0.7012774348258972, 1.1131720542907715, 0.1252182573080063, 0.6906945705413818, 1.1889634132385254, 0.7588064074516296]"
SittingData\bad\2\52.jpg,,bad,"[0.68427574634552, 0.08153477311134338, 0.9988833069801331, 0.6789079308509827, 0.04727745056152344, 0.9985095858573914, 0.6784855127334595, 0.04697743058204651, 0.9986764788627625, 0.6784215569496155, 0.04643213748931885, 0.9991722106933594, 0.6727831959724426, 0.044154852628707886, 0.9989539384841919, 0.6673415303230286, 0.042337119579315186, 0.9988729357719421, 0.6605241894721985, 0.040471792221069336, 0.9991938471794128, 0.6450865268707275, 0.05180901288986206, 0.999836802482605, 0.6264616250991821, 0.049693554639816284, 0.999369204044342, 0.6719526648521423, 0.11469471454620361, 0.9994959831237793, 0.6648700833320618, 0.1134188175201416, 0.9994459748268127, 0.584685206413269, 0.21889564394950867, 0.9998832941055298, 0.5676155090332031, 0.2356778383255005, 0.9996150732040405, 0.5582510828971863, 0.5002240538597107, 0.16059993207454681, 0.5149298906326294, 0.54533851146698, 0.968420684337616, 0.6441695690155029, 0.5833866596221924, 0.09687615185976028, 0.650170624256134, 0.5976063013076782, 0.7878883481025696, 0.6549203395843506, 0.6008954048156738, 0.14757922291755676, 0.6805307269096375, 0.6161849498748779, 0.7211741209030151, 0.66884845495224, 0.5914952158927917, 0.15325988829135895, 0.688362717628479, 0.5988306403160095, 0.7196536064147949, 0.6622264385223389, 0.5809109210968018, 0.16206376254558563, 0.6754764318466187, 0.585979700088501, 0.6788010001182556, 0.508715808391571, 0.6037881970405579, 0.9980900883674622, 0.48126763105392456, 0.6487464904785156, 0.9985148310661316, 0.7285506129264832, 0.6872346997261047, 0.19871953129768372, 0.6959750056266785, 0.7430341243743896, 0.9918033480644226, 0.6654884219169617, 1.0307962894439697, 0.15908440947532654, 0.6302787661552429, 1.0710877180099487, 0.8977147340774536, 0.642055094242096, 1.0770552158355713, 0.15067383646965027, 0.5987656116485596, 1.1081916093826294, 0.8724669814109802, 0.6960411667823792, 1.089047908782959, 0.1380980908870697, 0.684174120426178, 1.1744112968444824, 0.8179111480712891]"
SittingData\bad\2\53.jpg,,bad,"[0.6774967908859253, 0.07295525074005127, 0.9993048906326294, 0.6706295609474182, 0.036163270473480225, 0.9990677237510681, 0.6709592342376709, 0.03529238700866699, 0.9991476535797119, 0.6716968417167664, 0.03405958414077759, 0.9994812607765198, 0.6638122797012329, 0.03491950035095215, 0.9993376135826111, 0.6584158539772034, 0.03357440233230591, 0.9992765784263611, 0.651378870010376, 0.03224259614944458, 0.9994984865188599, 0.63798588514328, 0.041520774364471436, 0.9998937845230103, 0.6161815524101257, 0.04220506548881531, 0.9995672106742859, 0.6682865023612976, 0.10631489753723145, 0.999680757522583, 0.6591109037399292, 0.10491916537284851, 0.9996300935745239, 0.5795834064483643, 0.2098379135131836, 0.9999023675918579, 0.5652711391448975, 0.23609602451324463, 0.9996179342269897, 0.5492489337921143, 0.5024010539054871, 0.180580273270607, 0.5147793292999268, 0.5441946387290955, 0.9813465476036072, 0.641043484210968, 0.5840224027633667, 0.14305207133293152, 0.6559516191482544, 0.6025543808937073, 0.8970284461975098, 0.6525587439537048, 0.6037675738334656, 0.20260784029960632, 0.6895808577537537, 0.6242154240608215, 0.8542611002922058, 0.662217378616333, 0.5859172940254211, 0.21152985095977783, 0.6982032656669617, 0.6070907115936279, 0.8514685034751892, 0.6557252407073975, 0.5813964605331421, 0.21884092688560486, 0.6834995746612549, 0.5923131704330444, 0.8346761465072632, 0.50478595495224, 0.6021990776062012, 0.998254120349884, 0.47475138306617737, 0.6490920186042786, 0.998430073261261, 0.7177742719650269, 0.6875962018966675, 0.4273504912853241, 0.6837771534919739, 0.7717676162719727, 0.9923588633537292, 0.6619346737861633, 1.0397615432739258, 0.3882525563240051, 0.6059338450431824, 1.0584392547607422, 0.8623390197753906, 0.6396001577377319, 1.090193748474121, 0.3406156301498413, 0.5742227435112, 1.0852339267730713, 0.8437588214874268, 0.6960878968238831, 1.0995604991912842, 0.3242873549461365, 0.6506302356719971, 1.1620234251022339, 0.7907856702804565]"
SittingData\bad\2\54.jpg,,bad,"[0.6703481674194336, 0.06699836254119873, 0.9977973699569702, 0.6648126244544983, 0.03019702434539795, 0.9975428581237793, 0.6648578643798828, 0.02860051393508911, 0.9976819753646851, 0.6653327941894531, 0.02671569585800171, 0.9986171722412109, 0.658332109451294, 0.02922922372817993, 0.9982072114944458, 0.6529775261878967, 0.027455687522888184, 0.9980915188789368, 0.6462481021881104, 0.02572798728942871, 0.9987301230430603, 0.6325837969779968, 0.03132909536361694, 0.999705970287323, 0.6083162426948547, 0.03155684471130371, 0.9989697933197021, 0.6583539843559265, 0.09823402762413025, 0.9989467263221741, 0.6498163938522339, 0.09705683588981628, 0.9989327788352966, 0.5727384090423584, 0.20969581604003906, 0.9997861981391907, 0.5624101161956787, 0.22546526789665222, 0.9994168281555176, 0.539433479309082, 0.5040833353996277, 0.17079102993011475, 0.5132518410682678, 0.5488760471343994, 0.9846736192703247, 0.6389987468719482, 0.5852810144424438, 0.14043357968330383, 0.6629557013511658, 0.5972654819488525, 0.9131448864936829, 0.6574515104293823, 0.6051682829856873, 0.20612569153308868, 0.7037263512611389, 0.6220012307167053, 0.8700891733169556, 0.665671169757843, 0.589625358581543, 0.21337313950061798, 0.7079803347587585, 0.6044284105300903, 0.8708714246749878, 0.6596202850341797, 0.582868218421936, 0.2210233211517334, 0.6901576519012451, 0.5888956189155579, 0.8428114056587219, 0.5055670738220215, 0.6282933950424194, 0.9987967014312744, 0.47771140933036804, 0.663601279258728, 0.9990968704223633, 0.714553713798523, 0.7285810112953186, 0.24599486589431763, 0.732211709022522, 0.7554693222045898, 0.9924911856651306, 0.6459494829177856, 1.0544401407241821, 0.16102522611618042, 0.6505277156829834, 1.098475694656372, 0.9243505597114563, 0.6230266094207764, 1.0927119255065918, 0.14892065525054932, 0.6202611923217773, 1.135322093963623, 0.9055209159851074, 0.6551826596260071, 1.1347596645355225, 0.12719275057315826, 0.6988517045974731, 1.2100191116333008, 0.8630587458610535]"
SittingData\bad\2\55.jpg,,bad,"[0.6660033464431763, 0.06399601697921753, 0.995547890663147, 0.6609315872192383, 0.027178466320037842, 0.9946234226226807, 0.6609877943992615, 0.0250970721244812, 0.9950996041297913, 0.6615198850631714, 0.02290886640548706, 0.9970216155052185, 0.6541556715965271, 0.026513338088989258, 0.9962096214294434, 0.6485769748687744, 0.024230897426605225, 0.996113657951355, 0.6418258547782898, 0.021992206573486328, 0.9973576664924622, 0.6292045712471008, 0.024705708026885986, 0.9993708729743958, 0.6035783886909485, 0.026788294315338135, 0.9980905652046204, 0.6530545353889465, 0.09569534659385681, 0.9979167580604553, 0.6437770128250122, 0.0954505205154419, 0.9980493783950806, 0.5668445825576782, 0.20696434378623962, 0.9996918439865112, 0.559113085269928, 0.22366726398468018, 0.9990468621253967, 0.5352354049682617, 0.5187903046607971, 0.18381783366203308, 0.513779878616333, 0.5547374486923218, 0.9805970788002014, 0.6374468207359314, 0.5859694480895996, 0.1499605029821396, 0.6530482769012451, 0.5935761332511902, 0.9026170372962952, 0.6547620892524719, 0.6019290685653687, 0.2404875010251999, 0.6825301647186279, 0.6084837317466736, 0.8546478748321533, 0.6649502515792847, 0.5874167680740356, 0.2515060007572174, 0.6886481642723083, 0.5918666124343872, 0.856800377368927, 0.6590576171875, 0.5814103484153748, 0.2596689462661743, 0.675328254699707, 0.5816776156425476, 0.83936607837677, 0.5021966099739075, 0.6422987580299377, 0.9983420372009277, 0.47959452867507935, 0.6768686175346375, 0.9986818432807922, 0.708240270614624, 0.7438361644744873, 0.2789795398712158, 0.7383493781089783, 0.7508586645126343, 0.9899117350578308, 0.6137417554855347, 1.0756169557571411, 0.14397002756595612, 0.654899001121521, 1.1068220138549805, 0.8946325778961182, 0.5888990163803101, 1.109754204750061, 0.12353477627038956, 0.6234675645828247, 1.1474380493164062, 0.8740841150283813, 0.6078147888183594, 1.167877197265625, 0.09794685244560242, 0.7041236758232117, 1.2188317775726318, 0.7982667684555054]"
SittingData\bad\2\56.jpg,,bad,"[0.6614913940429688, 0.05695599317550659, 0.9991257786750793, 0.6565091013908386, 0.020449399948120117, 0.9990874528884888, 0.6573380827903748, 0.01947176456451416, 0.9991270899772644, 0.6585455536842346, 0.018353939056396484, 0.9994481205940247, 0.6480941772460938, 0.019031286239624023, 0.9993428587913513, 0.642359733581543, 0.017298460006713867, 0.9993020296096802, 0.6351295709609985, 0.015599370002746582, 0.999521017074585, 0.6288341283798218, 0.02293640375137329, 0.9998862743377686, 0.5970636010169983, 0.0247880220413208, 0.9995995163917542, 0.6500075459480286, 0.09263426065444946, 0.9995211362838745, 0.6382750868797302, 0.09003275632858276, 0.9995137453079224, 0.56880784034729, 0.20665428042411804, 0.9998262524604797, 0.557159423828125, 0.2248501181602478, 0.9995447993278503, 0.5395382046699524, 0.5011948347091675, 0.19909682869911194, 0.5121662616729736, 0.5527095198631287, 0.9863845705986023, 0.6384000778198242, 0.57761150598526, 0.16237765550613403, 0.659387469291687, 0.5937120318412781, 0.9235641956329346, 0.6557186245918274, 0.5998757481575012, 0.23874898254871368, 0.6932768225669861, 0.6136277914047241, 0.8864105343818665, 0.6639893054962158, 0.5834152698516846, 0.24651086330413818, 0.7032995223999023, 0.5997070670127869, 0.885861337184906, 0.6586296558380127, 0.5763037800788879, 0.2574968934059143, 0.6859279870986938, 0.584839403629303, 0.8640719056129456, 0.5039950609207153, 0.6286141276359558, 0.9989126920700073, 0.477297306060791, 0.6652072668075562, 0.9991838335990906, 0.710570752620697, 0.7277035713195801, 0.3460005819797516, 0.730086624622345, 0.750682532787323, 0.9959696531295776, 0.628559410572052, 1.050835132598877, 0.14616400003433228, 0.6521108150482178, 1.103241205215454, 0.9525045156478882, 0.605719268321991, 1.085153341293335, 0.13469555974006653, 0.6208535432815552, 1.1429592370986938, 0.9338574409484863, 0.6259095072746277, 1.133726716041565, 0.11130953580141068, 0.7020359635353088, 1.2113250494003296, 0.9110167026519775]"
SittingData\bad\2\57.jpg,,bad,"[0.6549587845802307, 0.05989271029829979, 0.997606635093689, 0.65021812915802, 0.02439039945602417, 0.9972283244132996, 0.6500028371810913, 0.022462069988250732, 0.9975408315658569, 0.6501874327659607, 0.02047497034072876, 0.9984530210494995, 0.6443608999252319, 0.022606313228607178, 0.9979137778282166, 0.6395471096038818, 0.019738495349884033, 0.9978758096694946, 0.6341405510902405, 0.017025470733642578, 0.9985169768333435, 0.6219987869262695, 0.020596444606781006, 0.9996694326400757, 0.5968161821365356, 0.022268176078796387, 0.9989200830459595, 0.6419885158538818, 0.09080469608306885, 0.9987947940826416, 0.6336599588394165, 0.08870875835418701, 0.9988947510719299, 0.5638638734817505, 0.2054494321346283, 0.9997946619987488, 0.555424690246582, 0.226486474275589, 0.9994540810585022, 0.5383260846138, 0.4994005262851715, 0.21904617547988892, 0.5133386850357056, 0.5519436597824097, 0.987375020980835, 0.6305166482925415, 0.5793525576591492, 0.1986527442932129, 0.6498315930366516, 0.5932651162147522, 0.9378129243850708, 0.650834858417511, 0.5964581966400146, 0.3017154932022095, 0.6778228282928467, 0.6083518266677856, 0.8982511758804321, 0.6594560146331787, 0.582600474357605, 0.31387150287628174, 0.6847881078720093, 0.5895942449569702, 0.8989850878715515, 0.6538332104682922, 0.5769973397254944, 0.32235482335090637, 0.6732351779937744, 0.5804338455200195, 0.8781622648239136, 0.5047250986099243, 0.6308859586715698, 0.9985717535018921, 0.4824580252170563, 0.6729527711868286, 0.998928964138031, 0.7122868299484253, 0.7086649537086487, 0.30700698494911194, 0.7277311086654663, 0.750472903251648, 0.991698145866394, 0.6345998048782349, 1.0365277528762817, 0.14595043659210205, 0.6610535979270935, 1.1055419445037842, 0.910525918006897, 0.6119505763053894, 1.0731627941131592, 0.13634918630123138, 0.6308327317237854, 1.1455192565917969, 0.8822862505912781, 0.6349728107452393, 1.1250406503677368, 0.11297396570444107, 0.71448814868927, 1.2144008874893188, 0.8149990439414978]"
SittingData\bad\2\58.jpg,,bad,"[0.6542535424232483, 0.04563403129577637, 0.9970670342445374, 0.6485643982887268, 0.011359632015228271, 0.9964007139205933, 0.6487071514129639, 0.010680794715881348, 0.9967189431190491, 0.6491614580154419, 0.009707212448120117, 0.9981030225753784, 0.6411430835723877, 0.012028157711029053, 0.9971959590911865, 0.6356258988380432, 0.011347949504852295, 0.996954083442688, 0.6293116211891174, 0.010235786437988281, 0.9979358911514282, 0.6178706884384155, 0.016434192657470703, 0.9995852112770081, 0.5906215906143188, 0.02263355255126953, 0.9983426332473755, 0.6425949335098267, 0.08308601379394531, 0.9985957741737366, 0.6337032914161682, 0.08281558752059937, 0.9985775947570801, 0.5656217932701111, 0.20972758531570435, 0.9998360872268677, 0.5553626418113708, 0.23390164971351624, 0.9993984699249268, 0.5459290146827698, 0.48742127418518066, 0.16465802490711212, 0.516101062297821, 0.5525015592575073, 0.9694206118583679, 0.638437807559967, 0.5767229795455933, 0.13251174986362457, 0.6600375771522522, 0.6024264097213745, 0.7795374393463135, 0.6539163589477539, 0.5935956239700317, 0.19118435680866241, 0.6953551769256592, 0.6332191824913025, 0.6938991546630859, 0.6618747711181641, 0.5839107632637024, 0.19916248321533203, 0.7013098001480103, 0.612047016620636, 0.6958821415901184, 0.6567216515541077, 0.5798239707946777, 0.2053375244140625, 0.6831972599029541, 0.5982030034065247, 0.6416051983833313, 0.5174736976623535, 0.622488796710968, 0.9989025592803955, 0.4855549931526184, 0.6680885553359985, 0.9990689158439636, 0.7267725467681885, 0.6693451404571533, 0.2585548758506775, 0.7098879218101501, 0.7394012212753296, 0.9861778020858765, 0.6784519553184509, 1.0076887607574463, 0.1832401007413864, 0.6683262586593628, 1.079129934310913, 0.8710539937019348, 0.6574214696884155, 1.0550493001937866, 0.16034995019435883, 0.6394100785255432, 1.119744896888733, 0.8077254295349121, 0.7033653259277344, 1.0817590951919556, 0.14322184026241302, 0.7279118299484253, 1.1796140670776367, 0.7662957906723022]"
